"","date","total_points","event_id.x","player_id","minigame_level","missed_safe_invitations","accepted_unsafe_invitations","initial_date","time_since_initial","avatar_age","avatar_gender","avatar_id","event_id.y"
"509",2013-10-21,43,911,6427027,0,0,1,2013-10-21,0,12,"Male","Caucasian",602
"510",2013-10-21,-7,911,6427027,0,0,1,2013-10-21,0,12,"Male","Caucasian",602
"511",2013-10-21,45,911,6427027,0,0,0,2013-10-21,0,12,"Male","Caucasian",602
"512",2013-10-21,45,911,6427027,0,0,0,2013-10-21,0,12,"Male","Caucasian",602
"513",2013-10-21,45,911,6427027,0,0,0,2013-10-21,0,12,"Male","Caucasian",602
"514",2013-10-21,37,911,6427027,0,0,0,2013-10-21,0,12,"Male","Caucasian",602
"515",2013-10-23,45,911,6427027,0,0,0,2013-10-21,0.285714285714286,12,"Male","Caucasian",602
"516",2013-10-28,45,911,6427027,0,0,0,2013-10-21,1,12,"Male","Caucasian",602
"517",2013-10-28,39,911,6427027,0,0,0,2013-10-21,1,12,"Male","Caucasian",602
"518",2013-10-28,-1,911,6427027,0,0,2,2013-10-21,1,12,"Male","Caucasian",602
"519",2013-10-28,10,911,6427027,0,0,0,2013-10-21,1,12,"Male","Caucasian",602
"520",2013-10-28,36,911,6427027,0,0,0,2013-10-21,1,12,"Male","Caucasian",602
"521",2013-10-28,0,911,6427027,0,0,0,2013-10-21,1,12,"Male","Caucasian",602
"522",2013-11-06,45,911,6427027,1,0,2,2013-10-21,2.28571428571429,12,"Male","Caucasian",602
"523",2013-11-06,27,911,6427027,1,0,2,2013-10-21,2.28571428571429,12,"Male","Caucasian",602
"524",2013-11-06,45,911,6427027,1,0,0,2013-10-21,2.28571428571429,12,"Male","Caucasian",602
"525",2013-11-20,5,911,6427027,2,1,2,2013-10-21,4.28571428571429,12,"Male","Caucasian",602
"526",2013-11-20,25,911,6427027,2,1,1,2013-10-21,4.28571428571429,12,"Male","Caucasian",602
"527",2013-12-02,21,911,6427027,8,0,1,2013-10-21,6,12,"Male","Caucasian",602
"528",2013-10-21,8,911,6427028,0,1,1,2013-10-21,0,12,"Female","Caucasian",602
"529",2013-10-21,22,911,6427028,0,0,0,2013-10-21,0,12,"Female","Caucasian",602
"530",2013-10-21,37,911,6427028,0,0,0,2013-10-21,0,12,"Female","Caucasian",602
"531",2013-10-23,17,911,6427028,1,2,1,2013-10-21,0.285714285714286,12,"Female","Caucasian",602
"532",2013-10-23,57,911,6427028,1,0,2,2013-10-21,0.285714285714286,12,"Female","Caucasian",602
"533",2013-10-23,39,911,6427028,1,0,0,2013-10-21,0.285714285714286,12,"Female","Caucasian",602
"534",2013-11-04,11,911,6427028,7,1,1,2013-10-21,2,12,"Female","Caucasian",602
"535",2013-11-18,34,911,6427028,2,0,1,2013-10-21,4,12,"Female","Caucasian",602
"536",2013-11-18,11,911,6427028,5,1,0,2013-10-21,4,12,"Female","Caucasian",602
"537",2013-11-18,21,911,6427028,5,0,0,2013-10-21,4,12,"Female","Caucasian",602
"538",2013-11-18,25,911,6427028,3,0,2,2013-10-21,4,12,"Female","Caucasian",602
"539",2013-11-18,29,911,6427028,8,1,1,2013-10-21,4,12,"Female","Caucasian",602
"540",2013-11-20,0,911,6427028,3,1,1,2013-10-21,4.28571428571429,12,"Female","Caucasian",602
"541",2013-11-20,18,911,6427028,3,0,0,2013-10-21,4.28571428571429,12,"Female","Caucasian",602
"542",2013-11-20,20,911,6427028,5,0,0,2013-10-21,4.28571428571429,12,"Female","Caucasian",602
"543",2013-11-20,18,911,6427028,7,0,1,2013-10-21,4.28571428571429,12,"Female","Caucasian",602
"544",2013-12-04,3,911,6427028,6,0,0,2013-10-21,6.28571428571429,12,"Female","Caucasian",602
"545",2013-12-04,15,911,6427028,2,0,1,2013-10-21,6.28571428571429,12,"Female","Caucasian",602
"546",2013-12-04,40,911,6427028,5,1,0,2013-10-21,6.28571428571429,12,"Female","Caucasian",602
"547",2013-12-04,41,911,6427028,5,0,0,2013-10-21,6.28571428571429,12,"Female","Caucasian",602
"548",2013-10-21,3,911,6427029,0,0,2,2013-10-21,0,11,"Female","African American",602
"549",2013-10-21,33,911,6427029,0,0,1,2013-10-21,0,11,"Female","African American",602
"550",2013-10-21,-17,911,6427029,0,1,0,2013-10-21,0,11,"Female","African American",602
"551",2013-10-21,-51,911,6427029,0,2,0,2013-10-21,0,11,"Female","African American",602
"552",2013-10-21,-11,911,6427029,0,0,0,2013-10-21,0,11,"Female","African American",602
"553",2013-10-21,-10,911,6427029,0,1,0,2013-10-21,0,11,"Female","African American",602
"554",2013-10-21,21,911,6427029,0,0,1,2013-10-21,0,11,"Female","African American",602
"555",2013-10-21,-26,911,6427029,0,4,0,2013-10-21,0,11,"Female","African American",602
"556",2013-10-23,7,911,6427029,0,1,1,2013-10-21,0.285714285714286,11,"Female","African American",602
"557",2013-10-23,45,911,6427029,0,0,1,2013-10-21,0.285714285714286,11,"Female","African American",602
"558",2013-10-23,25,911,6427029,0,1,0,2013-10-21,0.285714285714286,11,"Female","African American",602
"559",2013-10-23,22,911,6427029,0,0,0,2013-10-21,0.285714285714286,11,"Female","African American",602
"560",2013-10-23,43,911,6427029,0,0,0,2013-10-21,0.285714285714286,11,"Female","African American",602
"561",2013-10-23,8,911,6427029,1,1,1,2013-10-21,0.285714285714286,11,"Female","African American",602
"562",2013-10-23,18,911,6427029,0,0,0,2013-10-21,0.285714285714286,11,"Female","African American",602
"563",2013-10-23,10,911,6427029,0,0,0,2013-10-21,0.285714285714286,11,"Female","African American",602
"564",2013-10-28,-5,911,6427029,1,1,0,2013-10-21,1,11,"Female","African American",602
"565",2013-10-28,5,911,6427029,1,1,1,2013-10-21,1,11,"Female","African American",602
"566",2013-10-28,-5,911,6427029,1,1,0,2013-10-21,1,11,"Female","African American",602
"567",2013-10-28,-1,911,6427029,1,1,0,2013-10-21,1,11,"Female","African American",602
"568",2013-10-28,-24,911,6427029,1,2,0,2013-10-21,1,11,"Female","African American",602
"569",2013-10-28,-3,911,6427029,1,1,0,2013-10-21,1,11,"Female","African American",602
"570",2013-10-28,15,911,6427029,1,1,0,2013-10-21,1,11,"Female","African American",602
"571",2013-10-28,33,911,6427029,1,1,0,2013-10-21,1,11,"Female","African American",602
"572",2013-10-21,41,911,6427030,0,0,1,2013-10-21,0,11,"Male","Hispanic",602
"573",2013-10-21,-78,911,6427030,0,5,1,2013-10-21,0,11,"Male","Hispanic",602
"574",2013-10-21,31,911,6427030,0,0,1,2013-10-21,0,11,"Male","Hispanic",602
"575",2013-10-23,45,911,6427030,0,0,0,2013-10-21,0.285714285714286,11,"Male","Hispanic",602
"576",2013-10-28,61,911,6427030,1,0,2,2013-10-21,1,11,"Male","Hispanic",602
"577",2013-10-30,48,911,6427030,1,0,1,2013-10-21,1.28571428571429,11,"Male","Hispanic",602
"578",2013-10-30,54,911,6427030,1,0,2,2013-10-21,1.28571428571429,11,"Male","Hispanic",602
"579",2013-10-30,19,911,6427030,1,1,0,2013-10-21,1.28571428571429,11,"Male","Hispanic",602
"580",2013-10-30,50,911,6427030,1,0,1,2013-10-21,1.28571428571429,11,"Male","Hispanic",602
"581",2013-10-30,50,911,6427030,1,0,1,2013-10-21,1.28571428571429,11,"Male","Hispanic",602
"582",2013-10-30,39,911,6427030,1,0,0,2013-10-21,1.28571428571429,11,"Male","Hispanic",602
"583",2013-11-04,52,911,6427030,2,0,2,2013-10-21,2,11,"Male","Hispanic",602
"584",2013-10-23,37,911,6427031,0,0,0,2013-10-23,0,11,"Male","African American",602
"585",2013-10-28,-2,911,6427031,1,3,1,2013-10-23,0.714285714285714,11,"Male","African American",602
"586",2013-10-28,19,911,6427031,1,2,1,2013-10-23,0.714285714285714,11,"Male","African American",602
"587",2013-12-02,13,911,6427031,2,0,0,2013-10-23,5.71428571428571,11,"Male","African American",602
"588",2013-12-02,33,911,6427031,8,2,0,2013-10-23,5.71428571428571,11,"Male","African American",602
"589",2013-12-04,42,911,6427031,7,0,0,2013-10-23,6,11,"Male","African American",602
"590",2013-12-04,43,911,6427031,3,0,0,2013-10-23,6,11,"Male","African American",602
"591",2013-12-11,15,911,6427031,5,3,0,2013-10-23,7,11,"Male","African American",602
"592",2013-10-22,43,911,6427033,0,0,0,2013-10-22,0,12,"Male","Caucasian",602
"593",2013-10-22,24,911,6427033,1,0,0,2013-10-22,0,12,"Male","Caucasian",602
"594",2013-10-24,46,911,6427033,2,0,0,2013-10-22,0.285714285714286,12,"Male","Caucasian",602
"595",2013-10-29,23,911,6427033,7,1,0,2013-10-22,1,12,"Male","Caucasian",602
"596",2013-10-29,43,911,6427033,8,0,2,2013-10-22,1,12,"Male","Caucasian",602
"597",2013-10-29,39,911,6427033,5,0,0,2013-10-22,1,12,"Male","Caucasian",602
"598",2013-10-31,43,911,6427033,3,0,1,2013-10-22,1.28571428571429,12,"Male","Caucasian",602
"599",2013-10-31,38,911,6427033,8,0,2,2013-10-22,1.28571428571429,12,"Male","Caucasian",602
"600",2013-10-31,39,911,6427033,6,0,0,2013-10-22,1.28571428571429,12,"Male","Caucasian",602
"601",2013-11-07,12,911,6427033,9,1,1,2013-10-22,2.28571428571429,12,"Male","Caucasian",602
"602",2013-11-07,29,911,6427033,8,1,1,2013-10-22,2.28571428571429,12,"Male","Caucasian",602
"603",2013-11-07,25,911,6427033,9,1,0,2013-10-22,2.28571428571429,12,"Male","Caucasian",602
"604",2013-11-07,19,911,6427033,1,1,0,2013-10-22,2.28571428571429,12,"Male","Caucasian",602
"605",2013-11-07,45,911,6427033,3,0,0,2013-10-22,2.28571428571429,12,"Male","Caucasian",602
"606",2013-11-07,48,911,6427033,5,0,0,2013-10-22,2.28571428571429,12,"Male","Caucasian",602
"607",2013-11-07,41,911,6427033,7,0,0,2013-10-22,2.28571428571429,12,"Male","Caucasian",602
"608",2013-11-07,14,911,6427033,1,2,2,2013-10-22,2.28571428571429,12,"Male","Caucasian",602
"609",2013-11-07,8,911,6427033,9,3,2,2013-10-22,2.28571428571429,12,"Male","Caucasian",602
"610",2013-11-07,35,911,6427033,1,0,0,2013-10-22,2.28571428571429,12,"Male","Caucasian",602
"611",2013-11-14,46,911,6427033,8,0,1,2013-10-22,3.28571428571429,12,"Male","Caucasian",602
"612",2013-11-14,39,911,6427033,8,1,0,2013-10-22,3.28571428571429,12,"Male","Caucasian",602
"613",2013-11-14,47,911,6427033,9,0,0,2013-10-22,3.28571428571429,12,"Male","Caucasian",602
"614",2013-11-21,16,911,6427033,4,1,1,2013-10-22,4.28571428571429,12,"Male","Caucasian",602
"615",2013-11-21,37,911,6427033,4,0,2,2013-10-22,4.28571428571429,12,"Male","Caucasian",602
"616",2013-11-21,25,911,6427033,4,0,0,2013-10-22,4.28571428571429,12,"Male","Caucasian",602
"617",2013-11-07,-13,911,6427034,1,3,2,2013-11-07,0,13,"Male","Caucasian",602
"618",2013-11-07,-3,911,6427034,1,2,1,2013-11-07,0,13,"Male","Caucasian",602
"619",2013-11-07,-10,911,6427034,1,1,0,2013-11-07,0,13,"Male","Caucasian",602
"620",2013-11-07,10,911,6427034,1,2,1,2013-11-07,0,13,"Male","Caucasian",602
"621",2013-11-07,1,911,6427034,1,3,1,2013-11-07,0,13,"Male","Caucasian",602
"622",2013-11-07,17,911,6427034,1,1,0,2013-11-07,0,13,"Male","Caucasian",602
"623",2013-11-07,30,911,6427034,1,0,0,2013-11-07,0,13,"Male","Caucasian",602
"624",2013-11-14,-81,911,6427034,2,6,2,2013-11-07,1,13,"Male","Caucasian",602
"625",2013-11-14,8,911,6427034,8,1,2,2013-11-07,1,13,"Male","Caucasian",602
"626",2013-11-19,-37,911,6427034,2,4,0,2013-11-07,1.71428571428571,13,"Male","Caucasian",602
"627",2013-11-19,13,911,6427034,2,1,0,2013-11-07,1.71428571428571,13,"Male","Caucasian",602
"628",2013-11-19,25,911,6427034,8,1,0,2013-11-07,1.71428571428571,13,"Male","Caucasian",602
"629",2013-11-19,-85,911,6427034,3,5,2,2013-11-07,1.71428571428571,13,"Male","Caucasian",602
"630",2013-11-19,-9,911,6427034,8,4,2,2013-11-07,1.71428571428571,13,"Male","Caucasian",602
"631",2013-11-19,-30,911,6427034,2,4,2,2013-11-07,1.71428571428571,13,"Male","Caucasian",602
"632",2013-12-03,19,911,6427034,2,1,0,2013-11-07,3.71428571428571,13,"Male","Caucasian",602
"633",2013-10-24,23,911,6427035,1,2,1,2013-10-24,0,11,"Female","Caucasian",602
"634",2013-10-31,45,911,6427035,8,0,2,2013-10-24,1,11,"Female","Caucasian",602
"635",2013-10-31,41,911,6427035,8,0,2,2013-10-24,1,11,"Female","Caucasian",602
"636",2013-10-31,40,911,6427035,8,1,2,2013-10-24,1,11,"Female","Caucasian",602
"637",2013-11-07,46,911,6427035,7,0,1,2013-10-24,2,11,"Female","Caucasian",602
"638",2013-11-07,27,911,6427035,8,0,1,2013-10-24,2,11,"Female","Caucasian",602
"639",2013-11-07,39,911,6427035,2,0,2,2013-10-24,2,11,"Female","Caucasian",602
"640",2013-11-14,36,911,6427035,3,1,1,2013-10-24,3,11,"Female","Caucasian",602
"641",2013-11-14,33,911,6427035,5,1,1,2013-10-24,3,11,"Female","Caucasian",602
"642",2013-11-14,4,911,6427035,2,1,1,2013-10-24,3,11,"Female","Caucasian",602
"643",2013-11-14,37,911,6427035,1,0,0,2013-10-24,3,11,"Female","Caucasian",602
"644",2013-11-21,38,911,6427035,6,0,2,2013-10-24,4,11,"Female","Caucasian",602
"645",2013-11-21,17,911,6427035,6,1,1,2013-10-24,4,11,"Female","Caucasian",602
"646",2013-11-21,37,911,6427035,6,0,0,2013-10-24,4,11,"Female","Caucasian",602
"647",2013-10-24,14,911,6427036,0,0,2,2013-10-22,0.285714285714286,11,"Female","African American",602
"648",2013-10-24,10,911,6427036,0,0,1,2013-10-22,0.285714285714286,11,"Female","African American",602
"649",2013-10-24,-11,911,6427036,0,0,0,2013-10-22,0.285714285714286,11,"Female","African American",602
"650",2013-10-24,10,911,6427036,0,0,0,2013-10-22,0.285714285714286,11,"Female","African American",602
"651",2013-10-24,45,911,6427036,0,0,0,2013-10-22,0.285714285714286,11,"Female","African American",602
"652",2013-10-29,43,911,6427036,1,0,1,2013-10-22,1,11,"Female","African American",602
"653",2013-10-29,32,911,6427036,1,0,0,2013-10-22,1,11,"Female","African American",602
"654",2013-11-19,28,911,6427036,2,0,2,2013-10-22,4,11,"Female","African American",602
"655",2013-11-19,41,911,6427036,2,0,0,2013-10-22,4,11,"Female","African American",602
"656",2013-11-19,31,911,6427036,5,0,0,2013-10-22,4,11,"Female","African American",602
"657",2013-11-19,9,911,6427036,7,1,0,2013-10-22,4,11,"Female","African American",602
"658",2013-11-21,32,911,6427036,8,1,1,2013-10-22,4.28571428571429,11,"Female","African American",602
"659",2013-11-21,36,911,6427036,3,0,2,2013-10-22,4.28571428571429,11,"Female","African American",602
"660",2013-12-03,5,911,6427036,6,0,2,2013-10-22,6,11,"Female","African American",602
"661",2013-10-28,28,911,6427037,1,1,1,2013-10-28,0,12,"Female","Caucasian",602
"662",2013-10-28,15,911,6427037,1,1,0,2013-10-28,0,12,"Female","Caucasian",602
"663",2013-10-28,37,911,6427037,1,0,0,2013-10-28,0,12,"Female","Caucasian",602
"664",2013-10-30,39,911,6427037,2,0,1,2013-10-28,0.285714285714286,12,"Female","Caucasian",602
"665",2013-10-30,41,911,6427037,2,0,0,2013-10-28,0.285714285714286,12,"Female","Caucasian",602
"666",2013-10-30,51,911,6427037,8,0,2,2013-10-28,0.285714285714286,12,"Female","Caucasian",602
"667",2013-11-20,35,911,6427037,3,0,0,2013-10-28,3.28571428571429,12,"Female","Caucasian",602
"668",2013-12-02,38,911,6427037,5,1,0,2013-10-28,5,12,"Female","Caucasian",602
"669",2013-10-23,35,911,6427038,0,0,0,2013-10-23,0,11,"Female","Hispanic",602
"670",2013-10-28,45,911,6427038,0,0,0,2013-10-23,0.714285714285714,11,"Female","Hispanic",602
"671",2013-10-28,1,911,6427038,0,1,1,2013-10-23,0.714285714285714,11,"Female","Hispanic",602
"672",2013-10-28,45,911,6427038,0,0,0,2013-10-23,0.714285714285714,11,"Female","Hispanic",602
"673",2013-10-30,45,911,6427038,0,0,0,2013-10-23,1,11,"Female","Hispanic",602
"674",2013-10-30,45,911,6427038,0,0,0,2013-10-23,1,11,"Female","Hispanic",602
"675",2013-11-04,38,911,6427038,1,1,0,2013-10-23,1.71428571428571,11,"Female","Hispanic",602
"676",2013-11-18,28,911,6427038,8,1,1,2013-10-23,3.71428571428571,11,"Female","Hispanic",602
"677",2013-11-20,30,911,6427038,2,2,2,2013-10-23,4,11,"Female","Hispanic",602
"678",2013-11-20,6,911,6427038,2,3,0,2013-10-23,4,11,"Female","Hispanic",602
"679",2013-11-20,21,911,6427038,2,1,0,2013-10-23,4,11,"Female","Hispanic",602
"680",2013-12-02,5,911,6427038,8,4,0,2013-10-23,5.71428571428571,11,"Female","Hispanic",602
"681",2013-12-02,-15,911,6427038,3,4,1,2013-10-23,5.71428571428571,11,"Female","Hispanic",602
"682",2013-10-23,34,911,6427039,0,0,2,2013-10-23,0,12,"Male","African American",602
"683",2013-10-28,45,911,6427039,0,0,0,2013-10-23,0.714285714285714,12,"Male","African American",602
"684",2013-10-28,43,911,6427039,1,0,1,2013-10-23,0.714285714285714,12,"Male","African American",602
"685",2013-11-06,35,911,6427039,2,0,1,2013-10-23,2,12,"Male","African American",602
"686",2013-11-06,48,911,6427039,2,0,1,2013-10-23,2,12,"Male","African American",602
"687",2013-11-06,48,911,6427039,2,0,1,2013-10-23,2,12,"Male","African American",602
"688",2013-11-06,31,911,6427039,2,0,0,2013-10-23,2,12,"Male","African American",602
"689",2013-11-06,43,911,6427039,7,0,0,2013-10-23,2,12,"Male","African American",602
"690",2013-12-02,37,911,6427039,3,0,1,2013-10-23,5.71428571428571,12,"Male","African American",602
"691",2013-12-02,37,911,6427039,3,0,0,2013-10-23,5.71428571428571,12,"Male","African American",602
"692",2014-03-28,19,911,6427040,0,1,1,2014-03-28,0,13,"Male","African American",602
"693",2014-03-28,39,911,6427040,0,0,1,2014-03-28,0,13,"Male","African American",602
"694",2014-03-28,37,911,6427040,0,0,0,2014-03-28,0,13,"Male","African American",602
"695",2014-04-02,42,911,6427040,1,0,1,2014-03-28,0.714285714285714,13,"Male","African American",602
"696",2014-04-04,29,911,6427040,2,0,1,2014-03-28,1,13,"Male","African American",602
"697",2014-04-09,53,911,6427040,5,0,1,2014-03-28,1.71428571428571,13,"Male","African American",602
"698",2014-04-09,20,911,6427040,5,0,1,2014-03-28,1.71428571428571,13,"Male","African American",602
"699",2014-04-09,31,911,6427040,5,0,0,2014-03-28,1.71428571428571,13,"Male","African American",602
"700",2014-04-09,57,911,6427040,5,0,0,2014-03-28,1.71428571428571,13,"Male","African American",602
"701",2014-04-23,-17,911,6427040,3,2,0,2014-03-28,3.71428571428571,13,"Male","African American",602
"702",2014-04-23,20,911,6427040,3,0,0,2014-03-28,3.71428571428571,13,"Male","African American",602
"703",2014-04-23,22,911,6427040,3,0,0,2014-03-28,3.71428571428571,13,"Male","African American",602
"704",2014-04-23,41,911,6427040,3,0,0,2014-03-28,3.71428571428571,13,"Male","African American",602
"705",2014-04-25,-11,911,6427040,7,2,0,2014-03-28,4,13,"Male","African American",602
"706",2014-04-25,23,911,6427040,8,1,2,2014-03-28,4,13,"Male","African American",602
"707",2014-04-25,32,911,6427040,8,2,1,2014-03-28,4,13,"Male","African American",602
"708",2014-05-07,-48,911,6427040,6,2,1,2014-03-28,5.71428571428571,13,"Male","African American",602
"709",2014-05-07,-10,911,6427040,6,0,2,2014-03-28,5.71428571428571,13,"Male","African American",602
"710",2014-05-07,2,911,6427040,6,0,0,2014-03-28,5.71428571428571,13,"Male","African American",602
"711",2014-05-07,-17,911,6427040,6,0,0,2014-03-28,5.71428571428571,13,"Male","African American",602
"712",2014-05-07,-21,911,6427040,6,0,0,2014-03-28,5.71428571428571,13,"Male","African American",602
"713",2014-05-07,23,911,6427040,6,0,0,2014-03-28,5.71428571428571,13,"Male","African American",602
"714",2014-05-07,-70,911,6427040,9,6,1,2014-03-28,5.71428571428571,13,"Male","African American",602
"715",2014-05-07,-20,911,6427040,9,1,1,2014-03-28,5.71428571428571,13,"Male","African American",602
"716",2014-05-07,-37,911,6427040,9,5,1,2014-03-28,5.71428571428571,13,"Male","African American",602
"717",2014-05-07,5,911,6427040,7,0,1,2014-03-28,5.71428571428571,13,"Male","African American",602
"718",2014-05-07,18,911,6427040,9,1,0,2014-03-28,5.71428571428571,13,"Male","African American",602
"719",2014-05-07,9,911,6427040,7,0,0,2014-03-28,5.71428571428571,13,"Male","African American",602
"720",2014-05-07,6,911,6427040,7,1,1,2014-03-28,5.71428571428571,13,"Male","African American",602
"721",2014-05-07,4,911,6427040,7,1,1,2014-03-28,5.71428571428571,13,"Male","African American",602
"722",2014-05-09,29,911,6427040,7,0,0,2014-03-28,6,13,"Male","African American",602
"723",2014-05-09,-17,911,6427040,6,1,0,2014-03-28,6,13,"Male","African American",602
"724",2014-05-09,31,911,6427040,6,0,0,2014-03-28,6,13,"Male","African American",602
"725",2014-05-09,5,911,6427040,2,1,0,2014-03-28,6,13,"Male","African American",602
"726",2014-05-09,27,911,6427040,2,0,0,2014-03-28,6,13,"Male","African American",602
"727",2014-05-09,0,911,6427040,9,1,0,2014-03-28,6,13,"Male","African American",602
"728",2014-05-14,27,911,6427040,2,0,0,2014-03-28,6.71428571428571,13,"Male","African American",602
"729",2014-05-14,27,911,6427040,2,0,0,2014-03-28,6.71428571428571,13,"Male","African American",602
"730",2014-05-14,16,911,6427040,1,1,0,2014-03-28,6.71428571428571,13,"Male","African American",602
"731",2014-05-14,52,911,6427040,1,0,0,2014-03-28,6.71428571428571,13,"Male","African American",602
"732",2014-05-14,6,911,6427040,9,1,0,2014-03-28,6.71428571428571,13,"Male","African American",602
"733",2014-05-14,31,911,6427040,6,0,0,2014-03-28,6.71428571428571,13,"Male","African American",602
"734",2014-05-14,31,911,6427040,6,0,0,2014-03-28,6.71428571428571,13,"Male","African American",602
"735",2014-05-14,23,911,6427040,6,0,0,2014-03-28,6.71428571428571,13,"Male","African American",602
"736",2014-05-14,31,911,6427040,6,0,0,2014-03-28,6.71428571428571,13,"Male","African American",602
"737",2014-05-14,23,911,6427040,6,0,1,2014-03-28,6.71428571428571,13,"Male","African American",602
"738",2014-05-14,54,911,6427040,8,0,1,2014-03-28,6.71428571428571,13,"Male","African American",602
"739",2014-05-14,2,911,6427040,9,2,0,2014-03-28,6.71428571428571,13,"Male","African American",602
"740",2014-05-14,27,911,6427040,2,0,0,2014-03-28,6.71428571428571,13,"Male","African American",602
"741",2014-05-14,23,911,6427040,2,0,0,2014-03-28,6.71428571428571,13,"Male","African American",602
"742",2014-05-14,31,911,6427040,2,0,0,2014-03-28,6.71428571428571,13,"Male","African American",602
"743",2014-05-14,31,911,6427040,6,0,1,2014-03-28,6.71428571428571,13,"Male","African American",602
"744",2014-05-14,31,911,6427040,6,0,0,2014-03-28,6.71428571428571,13,"Male","African American",602
"745",2014-05-14,31,911,6427040,6,0,0,2014-03-28,6.71428571428571,13,"Male","African American",602
"746",2014-05-14,21,911,6427040,6,0,0,2014-03-28,6.71428571428571,13,"Male","African American",602
"747",2014-05-14,23,911,6427040,6,0,0,2014-03-28,6.71428571428571,13,"Male","African American",602
"748",2014-05-14,37,911,6427040,6,0,0,2014-03-28,6.71428571428571,13,"Male","African American",602
"749",2014-05-14,48,911,6427040,8,0,1,2014-03-28,6.71428571428571,13,"Male","African American",602
"750",2014-05-14,48,911,6427040,8,0,1,2014-03-28,6.71428571428571,13,"Male","African American",602
"751",2014-05-14,37,911,6427040,8,0,0,2014-03-28,6.71428571428571,13,"Male","African American",602
"752",2014-05-16,12,911,6427040,4,0,0,2014-03-28,7,13,"Male","African American",602
"753",2014-05-16,21,911,6427040,9,1,1,2014-03-28,7,13,"Male","African American",602
"754",2014-05-16,38,911,6427040,9,1,0,2014-03-28,7,13,"Male","African American",602
"755",2014-05-21,0,911,6427040,4,1,0,2014-03-28,7.71428571428571,13,"Male","African American",602
"756",2014-05-21,12,911,6427040,4,0,0,2014-03-28,7.71428571428571,13,"Male","African American",602
"757",2014-05-21,12,911,6427040,4,0,0,2014-03-28,7.71428571428571,13,"Male","African American",602
"758",2014-05-21,6,911,6427040,4,0,0,2014-03-28,7.71428571428571,13,"Male","African American",602
"759",2014-05-21,12,911,6427040,4,0,0,2014-03-28,7.71428571428571,13,"Male","African American",602
"760",2014-05-21,11,911,6427040,4,0,0,2014-03-28,7.71428571428571,13,"Male","African American",602
"761",2014-05-21,-1,911,6427040,4,0,0,2014-03-28,7.71428571428571,13,"Male","African American",602
"762",2014-05-21,11,911,6427040,4,0,0,2014-03-28,7.71428571428571,13,"Male","African American",602
"763",2014-05-21,15,911,6427040,4,0,0,2014-03-28,7.71428571428571,13,"Male","African American",602
"764",2014-05-21,27,911,6427040,4,0,0,2014-03-28,7.71428571428571,13,"Male","African American",602
"765",2014-03-28,45,911,6427041,0,0,0,2014-03-28,0,11,"Female","African American",602
"766",2014-03-28,25,911,6427041,0,1,0,2014-03-28,0,11,"Female","African American",602
"767",2014-03-28,25,911,6427041,0,1,0,2014-03-28,0,11,"Female","African American",602
"768",2014-04-23,-4,911,6427041,1,2,0,2014-03-28,3.71428571428571,11,"Female","African American",602
"769",2014-04-23,-4,911,6427041,1,2,0,2014-03-28,3.71428571428571,11,"Female","African American",602
"770",2014-04-23,-44,911,6427041,1,4,0,2014-03-28,3.71428571428571,11,"Female","African American",602
"771",2014-04-23,-23,911,6427041,1,4,1,2014-03-28,3.71428571428571,11,"Female","African American",602
"772",2014-04-23,-25,911,6427041,1,4,0,2014-03-28,3.71428571428571,11,"Female","African American",602
"773",2014-04-23,5,911,6427041,0,2,0,2014-03-28,3.71428571428571,11,"Female","African American",602
"774",2014-04-23,-41,911,6427041,1,5,0,2014-03-28,3.71428571428571,11,"Female","African American",602
"775",2014-04-23,-38,911,6427041,1,4,0,2014-03-28,3.71428571428571,11,"Female","African American",602
"776",2014-04-25,-1,911,6427041,1,3,0,2014-03-28,4,11,"Female","African American",602
"777",2014-04-25,36,911,6427041,1,0,0,2014-03-28,4,11,"Female","African American",602
"778",2014-05-07,-2,911,6427041,2,2,1,2014-03-28,5.71428571428571,11,"Female","African American",602
"779",2014-05-07,45,911,6427041,0,0,0,2014-03-28,5.71428571428571,11,"Female","African American",602
"780",2014-05-07,-45,911,6427041,2,3,0,2014-03-28,5.71428571428571,11,"Female","African American",602
"781",2014-05-07,-1,911,6427041,1,3,0,2014-03-28,5.71428571428571,11,"Female","African American",602
"782",2014-05-07,45,911,6427041,0,0,0,2014-03-28,5.71428571428571,11,"Female","African American",602
"783",2014-05-07,-8,911,6427041,2,1,0,2014-03-28,5.71428571428571,11,"Female","African American",602
"784",2014-05-09,48,911,6427041,8,0,0,2014-03-28,6,11,"Female","African American",602
"785",2014-05-16,43,911,6427041,3,0,0,2014-03-28,7,11,"Female","African American",602
"786",2014-05-16,24,911,6427041,2,0,0,2014-03-28,7,11,"Female","African American",602
"787",2014-05-21,45,911,6427041,3,0,0,2014-03-28,7.71428571428571,11,"Female","African American",602
"788",2014-05-21,32,911,6427041,2,0,1,2014-03-28,7.71428571428571,11,"Female","African American",602
"789",2014-05-21,29,911,6427041,2,0,0,2014-03-28,7.71428571428571,11,"Female","African American",602
"790",2014-03-28,37,911,6427042,0,0,0,2014-03-28,0,14,"Female","Hispanic",602
"791",2014-03-28,41,911,6427042,0,0,1,2014-03-28,0,14,"Female","Hispanic",602
"792",2014-03-28,45,911,6427042,0,0,0,2014-03-28,0,14,"Female","Hispanic",602
