"","row_id","player_id","school","wave","session","date","event_id","event_description","event_category","event_time","event_time_dbl","minigame_level","total_points","total_strikes","missed_safe_invitations","accepted_unsafe_invitations"
"4615",976833,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",901,"Player selects an NPC","People Sense","2H 22M 43S",8563,3,NA,NA,NA,NA
"4616",976834,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",902,"Player selects an NPC fact","People Sense","2H 22M 43S",8563,3,NA,NA,NA,NA
"4617",976835,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",902,"Player selects an NPC fact","People Sense","2H 22M 44S",8564,3,NA,NA,NA,NA
"4618",976836,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",903,"Player hits Done button on NPC fact","People Sense","2H 22M 47S",8567,3,NA,NA,NA,NA
"4619",976837,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",902,"Player selects an NPC fact","People Sense","2H 22M 49S",8569,3,NA,NA,NA,NA
"4620",976838,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",902,"Player selects an NPC fact","People Sense","2H 22M 50S",8570,3,NA,NA,NA,NA
"4621",976839,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",902,"Player selects an NPC fact","People Sense","2H 22M 51S",8571,3,NA,NA,NA,NA
"4622",976840,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",901,"Player selects an NPC","People Sense","2H 22M 52S",8572,3,NA,NA,NA,NA
"4623",976841,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",903,"Player hits Done button on NPC fact","People Sense","2H 22M 52S",8572,3,NA,NA,NA,NA
"4624",976842,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",904,"Player starts drag on NPC","People Sense","2H 22M 52S",8572,3,NA,NA,NA,NA
"4625",976843,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",901,"Player selects an NPC","People Sense","2H 22M 53S",8573,3,NA,NA,NA,NA
"4626",976844,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",905,"Player drops an NPC in a rank slot","People Sense","2H 22M 53S",8573,3,NA,NA,NA,NA
"4627",976845,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",902,"Player selects an NPC fact","People Sense","2H 22M 54S",8574,3,NA,NA,NA,NA
"4628",976846,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",903,"Player hits Done button on NPC fact","People Sense","2H 23M 5S",8585,3,NA,NA,NA,NA
"4629",976847,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",902,"Player selects an NPC fact","People Sense","2H 23M 7S",8587,3,NA,NA,NA,NA
"4630",976848,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",902,"Player selects an NPC fact","People Sense","2H 23M 9S",8589,3,NA,NA,NA,NA
"4631",976849,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",902,"Player selects an NPC fact","People Sense","2H 23M 11S",8591,3,NA,NA,NA,NA
"4632",976850,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",902,"Player selects an NPC fact","People Sense","2H 23M 13S",8593,3,NA,NA,NA,NA
"4633",976851,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",902,"Player selects an NPC fact","People Sense","2H 23M 15S",8595,3,NA,NA,NA,NA
"4634",976852,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",901,"Player selects an NPC","People Sense","2H 23M 18S",8598,3,NA,NA,NA,NA
"4635",976853,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",903,"Player hits Done button on NPC fact","People Sense","2H 23M 18S",8598,3,NA,NA,NA,NA
"4636",976854,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",904,"Player starts drag on NPC","People Sense","2H 23M 18S",8598,3,NA,NA,NA,NA
"4637",976855,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",901,"Player selects an NPC","People Sense","2H 23M 19S",8599,3,NA,NA,NA,NA
"4638",976856,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",905,"Player drops an NPC in a rank slot","People Sense","2H 23M 19S",8599,3,NA,NA,NA,NA
"4639",976857,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",902,"Player selects an NPC fact","People Sense","2H 23M 20S",8600,3,NA,NA,NA,NA
"4640",976858,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",902,"Player selects an NPC fact","People Sense","2H 23M 21S",8601,3,NA,NA,NA,NA
"4641",976859,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",902,"Player selects an NPC fact","People Sense","2H 23M 22S",8602,3,NA,NA,NA,NA
"4642",976860,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",903,"Player hits Done button on NPC fact","People Sense","2H 23M 22S",8602,3,NA,NA,NA,NA
"4643",976861,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",901,"Player selects an NPC","People Sense","2H 23M 23S",8603,3,NA,NA,NA,NA
"4644",976862,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",904,"Player starts drag on NPC","People Sense","2H 23M 23S",8603,3,NA,NA,NA,NA
"4645",976863,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",905,"Player drops an NPC in a rank slot","People Sense","2H 23M 23S",8603,3,NA,NA,NA,NA
"4646",976864,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",901,"Player selects an NPC","People Sense","2H 23M 24S",8604,3,NA,NA,NA,NA
"4647",976865,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",904,"Player starts drag on NPC","People Sense","2H 23M 24S",8604,3,NA,NA,NA,NA
"4648",976866,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",902,"Player selects an NPC fact","People Sense","2H 23M 25S",8605,3,NA,NA,NA,NA
"4649",976867,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",902,"Player selects an NPC fact","People Sense","2H 23M 25S",8605,3,NA,NA,NA,NA
"4650",976868,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",901,"Player selects an NPC","People Sense","2H 23M 27S",8607,3,NA,NA,NA,NA
"4651",976869,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",903,"Player hits Done button on NPC fact","People Sense","2H 23M 27S",8607,3,NA,NA,NA,NA
"4652",976870,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",904,"Player starts drag on NPC","People Sense","2H 23M 27S",8607,3,NA,NA,NA,NA
"4653",976871,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",905,"Player drops an NPC in a rank slot","People Sense","2H 23M 28S",8608,3,NA,NA,NA,NA
"4654",976872,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",901,"Player selects an NPC","People Sense","2H 23M 30S",8610,3,NA,NA,NA,NA
"4655",976873,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",904,"Player starts drag on NPC","People Sense","2H 23M 30S",8610,3,NA,NA,NA,NA
"4656",976874,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",902,"Player selects an NPC fact","People Sense","2H 23M 31S",8611,3,NA,NA,NA,NA
"4657",976875,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",902,"Player selects an NPC fact","People Sense","2H 23M 32S",8612,3,NA,NA,NA,NA
"4658",976876,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",902,"Player selects an NPC fact","People Sense","2H 23M 36S",8616,3,NA,NA,NA,NA
"4659",976877,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",903,"Player hits Done button on NPC fact","People Sense","2H 23M 36S",8616,3,NA,NA,NA,NA
"4660",976878,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",901,"Player selects an NPC","People Sense","2H 23M 37S",8617,3,NA,NA,NA,NA
"4661",976879,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",904,"Player starts drag on NPC","People Sense","2H 23M 37S",8617,3,NA,NA,NA,NA
"4662",976880,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",905,"Player drops an NPC in a rank slot","People Sense","2H 23M 37S",8617,3,NA,NA,NA,NA
"4663",976881,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",906,"Ready for Invite button appears","People Sense","2H 23M 37S",8617,3,NA,NA,NA,NA
"4664",976882,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",907,"Player hits Ready for Invites Button","People Sense","2H 23M 38S",8618,3,NA,NA,NA,NA
"4665",976883,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",908,"Invitation appears","People Sense","2H 23M 38S",8618,3,NA,NA,NA,NA
"4666",976884,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",909,"Player chooses response to invitation","People Sense","2H 23M 43S",8623,3,NA,NA,NA,NA
"4667",976885,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",908,"Invitation appears","People Sense","2H 23M 44S",8624,3,NA,NA,NA,NA
"4668",976886,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",910,"Player hits continue button after seeing invitation results panel","People Sense","2H 23M 44S",8624,3,NA,NA,NA,NA
"4669",976887,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",908,"Invitation appears","People Sense","2H 23M 46S",8626,3,NA,NA,NA,NA
"4670",976888,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",909,"Player chooses response to invitation","People Sense","2H 23M 46S",8626,3,NA,NA,NA,NA
"4671",976889,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",910,"Player hits continue button after seeing invitation results panel","People Sense","2H 23M 46S",8626,3,NA,NA,NA,NA
"4672",976890,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",909,"Player chooses response to invitation","People Sense","2H 23M 52S",8632,3,NA,NA,NA,NA
"4673",976891,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",908,"Invitation appears","People Sense","2H 23M 58S",8638,3,NA,NA,NA,NA
"4674",976892,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",910,"Player hits continue button after seeing invitation results panel","People Sense","2H 23M 58S",8638,3,NA,NA,NA,NA
"4675",976893,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",909,"Player chooses response to invitation","People Sense","2H 24M 1S",8641,3,NA,NA,NA,NA
"4676",976894,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",908,"Invitation appears","People Sense","2H 24M 3S",8643,3,NA,NA,NA,NA
"4677",976895,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",910,"Player hits continue button after seeing invitation results panel","People Sense","2H 24M 3S",8643,3,NA,NA,NA,NA
"4678",976896,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",909,"Player chooses response to invitation","People Sense","2H 24M 7S",8647,3,NA,NA,NA,NA
"4679",976897,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",908,"Invitation appears","People Sense","2H 24M 12S",8652,3,NA,NA,NA,NA
"4680",976898,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",910,"Player hits continue button after seeing invitation results panel","People Sense","2H 24M 12S",8652,3,NA,NA,NA,NA
"4681",976899,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",909,"Player chooses response to invitation","People Sense","2H 24M 16S",8656,3,NA,NA,NA,NA
"4682",976900,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",908,"Invitation appears","People Sense","2H 24M 22S",8662,3,NA,NA,NA,NA
"4683",976901,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",910,"Player hits continue button after seeing invitation results panel","People Sense","2H 24M 22S",8662,3,NA,NA,NA,NA
"4684",976902,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",909,"Player chooses response to invitation","People Sense","2H 24M 23S",8663,3,NA,NA,NA,NA
"4685",976903,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",908,"Invitation appears","People Sense","2H 24M 24S",8664,3,NA,NA,NA,NA
"4686",976904,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",910,"Player hits continue button after seeing invitation results panel","People Sense","2H 24M 24S",8664,3,NA,NA,NA,NA
"4687",976905,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",909,"Player chooses response to invitation","People Sense","2H 24M 25S",8665,3,NA,NA,NA,NA
"4688",976906,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",908,"Invitation appears","People Sense","2H 24M 26S",8666,3,NA,NA,NA,NA
"4689",976907,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",910,"Player hits continue button after seeing invitation results panel","People Sense","2H 24M 26S",8666,3,NA,NA,NA,NA
"4690",976908,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",909,"Player chooses response to invitation","People Sense","2H 24M 27S",8667,3,NA,NA,NA,NA
"4691",976909,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",908,"Invitation appears","People Sense","2H 24M 28S",8668,3,NA,NA,NA,NA
"4692",976910,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",909,"Player chooses response to invitation","People Sense","2H 24M 28S",8668,3,NA,NA,NA,NA
"4693",976911,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",910,"Player hits continue button after seeing invitation results panel","People Sense","2H 24M 28S",8668,3,NA,NA,NA,NA
"4694",976912,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",908,"Invitation appears","People Sense","2H 24M 29S",8669,3,NA,NA,NA,NA
"4695",976913,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",910,"Player hits continue button after seeing invitation results panel","People Sense","2H 24M 29S",8669,3,NA,NA,NA,NA
"4696",976914,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",909,"Player chooses response to invitation","People Sense","2H 24M 31S",8671,3,NA,NA,NA,NA
"4697",976915,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",910,"Player hits continue button after seeing invitation results panel","People Sense","2H 24M 32S",8672,3,NA,NA,NA,NA
"4698",976916,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",911,"Player hits continue button on final results panel","People Sense","2H 24M 33S",8673,3,-40,2,4,2
"4700",976918,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",900,"Player closes intro panel to start game","People Sense","2H 24M 35S",8675,3,NA,NA,NA,NA
"4702",976920,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",901,"Player selects an NPC","People Sense","2H 24M 36S",8676,3,NA,NA,NA,NA
"4703",976921,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",904,"Player starts drag on NPC","People Sense","2H 24M 36S",8676,3,NA,NA,NA,NA
"4704",976922,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",905,"Player drops an NPC in a rank slot","People Sense","2H 24M 36S",8676,3,NA,NA,NA,NA
"4705",976923,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",901,"Player selects an NPC","People Sense","2H 24M 37S",8677,3,NA,NA,NA,NA
"4706",976924,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",904,"Player starts drag on NPC","People Sense","2H 24M 37S",8677,3,NA,NA,NA,NA
"4707",976925,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",901,"Player selects an NPC","People Sense","2H 24M 38S",8678,3,NA,NA,NA,NA
"4708",976926,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",904,"Player starts drag on NPC","People Sense","2H 24M 38S",8678,3,NA,NA,NA,NA
"4709",976927,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",905,"Player drops an NPC in a rank slot","People Sense","2H 24M 38S",8678,3,NA,NA,NA,NA
"4710",976928,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",905,"Player drops an NPC in a rank slot","People Sense","2H 24M 38S",8678,3,NA,NA,NA,NA
"4711",976929,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",901,"Player selects an NPC","People Sense","2H 24M 39S",8679,3,NA,NA,NA,NA
"4712",976930,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",904,"Player starts drag on NPC","People Sense","2H 24M 39S",8679,3,NA,NA,NA,NA
"4713",976931,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",905,"Player drops an NPC in a rank slot","People Sense","2H 24M 39S",8679,3,NA,NA,NA,NA
"4714",976932,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",901,"Player selects an NPC","People Sense","2H 24M 41S",8681,3,NA,NA,NA,NA
"4715",976933,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",904,"Player starts drag on NPC","People Sense","2H 24M 41S",8681,3,NA,NA,NA,NA
"4716",976934,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",905,"Player drops an NPC in a rank slot","People Sense","2H 24M 41S",8681,3,NA,NA,NA,NA
"4717",976935,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",901,"Player selects an NPC","People Sense","2H 24M 42S",8682,3,NA,NA,NA,NA
"4718",976936,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",904,"Player starts drag on NPC","People Sense","2H 24M 42S",8682,3,NA,NA,NA,NA
"4719",976937,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",905,"Player drops an NPC in a rank slot","People Sense","2H 24M 43S",8683,3,NA,NA,NA,NA
"4720",976938,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",906,"Ready for Invite button appears","People Sense","2H 24M 43S",8683,3,NA,NA,NA,NA
"4721",976939,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",907,"Player hits Ready for Invites Button","People Sense","2H 24M 43S",8683,3,NA,NA,NA,NA
"4722",976940,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",908,"Invitation appears","People Sense","2H 24M 43S",8683,3,NA,NA,NA,NA
"4723",976941,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",909,"Player chooses response to invitation","People Sense","2H 24M 44S",8684,3,NA,NA,NA,NA
"4724",976942,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",908,"Invitation appears","People Sense","2H 24M 45S",8685,3,NA,NA,NA,NA
"4725",976943,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",910,"Player hits continue button after seeing invitation results panel","People Sense","2H 24M 45S",8685,3,NA,NA,NA,NA
"4726",976944,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",909,"Player chooses response to invitation","People Sense","2H 24M 46S",8686,3,NA,NA,NA,NA
"4727",976945,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",908,"Invitation appears","People Sense","2H 24M 47S",8687,3,NA,NA,NA,NA
"4728",976946,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",910,"Player hits continue button after seeing invitation results panel","People Sense","2H 24M 47S",8687,3,NA,NA,NA,NA
"4729",976947,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",909,"Player chooses response to invitation","People Sense","2H 24M 48S",8688,3,NA,NA,NA,NA
"4730",976948,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",908,"Invitation appears","People Sense","2H 24M 49S",8689,3,NA,NA,NA,NA
"4731",976949,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",910,"Player hits continue button after seeing invitation results panel","People Sense","2H 24M 49S",8689,3,NA,NA,NA,NA
"4732",976950,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",908,"Invitation appears","People Sense","2H 24M 50S",8690,3,NA,NA,NA,NA
"4733",976951,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",909,"Player chooses response to invitation","People Sense","2H 24M 50S",8690,3,NA,NA,NA,NA
"4734",976952,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",910,"Player hits continue button after seeing invitation results panel","People Sense","2H 24M 50S",8690,3,NA,NA,NA,NA
"4735",976953,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",909,"Player chooses response to invitation","People Sense","2H 24M 51S",8691,3,NA,NA,NA,NA
"4736",976954,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",908,"Invitation appears","People Sense","2H 24M 52S",8692,3,NA,NA,NA,NA
"4737",976955,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",910,"Player hits continue button after seeing invitation results panel","People Sense","2H 24M 52S",8692,3,NA,NA,NA,NA
"4738",976956,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",909,"Player chooses response to invitation","People Sense","2H 24M 54S",8694,3,NA,NA,NA,NA
"4739",976957,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",908,"Invitation appears","People Sense","2H 24M 55S",8695,3,NA,NA,NA,NA
"4740",976958,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",910,"Player hits continue button after seeing invitation results panel","People Sense","2H 24M 55S",8695,3,NA,NA,NA,NA
"4741",976959,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",908,"Invitation appears","People Sense","2H 24M 56S",8696,3,NA,NA,NA,NA
"4742",976960,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",909,"Player chooses response to invitation","People Sense","2H 24M 56S",8696,3,NA,NA,NA,NA
"4743",976961,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",910,"Player hits continue button after seeing invitation results panel","People Sense","2H 24M 56S",8696,3,NA,NA,NA,NA
"4744",976962,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",909,"Player chooses response to invitation","People Sense","2H 24M 57S",8697,3,NA,NA,NA,NA
"4745",976963,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",908,"Invitation appears","People Sense","2H 24M 58S",8698,3,NA,NA,NA,NA
"4746",976964,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",910,"Player hits continue button after seeing invitation results panel","People Sense","2H 24M 58S",8698,3,NA,NA,NA,NA
"4747",976965,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",908,"Invitation appears","People Sense","2H 24M 59S",8699,3,NA,NA,NA,NA
"4748",976966,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",909,"Player chooses response to invitation","People Sense","2H 24M 59S",8699,3,NA,NA,NA,NA
"4749",976967,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",910,"Player hits continue button after seeing invitation results panel","People Sense","2H 24M 59S",8699,3,NA,NA,NA,NA
"4750",976968,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",909,"Player chooses response to invitation","People Sense","2H 25M 0S",8700,3,NA,NA,NA,NA
"4751",976969,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",908,"Invitation appears","People Sense","2H 25M 1S",8701,3,NA,NA,NA,NA
"4752",976970,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",910,"Player hits continue button after seeing invitation results panel","People Sense","2H 25M 1S",8701,3,NA,NA,NA,NA
"4753",976971,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",908,"Invitation appears","People Sense","2H 25M 2S",8702,3,NA,NA,NA,NA
"4754",976972,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",909,"Player chooses response to invitation","People Sense","2H 25M 2S",8702,3,NA,NA,NA,NA
"4755",976973,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",910,"Player hits continue button after seeing invitation results panel","People Sense","2H 25M 2S",8702,3,NA,NA,NA,NA
"4756",976974,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",909,"Player chooses response to invitation","People Sense","2H 25M 3S",8703,3,NA,NA,NA,NA
"4757",976975,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",908,"Invitation appears","People Sense","2H 25M 4S",8704,3,NA,NA,NA,NA
"4758",976976,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",909,"Player chooses response to invitation","People Sense","2H 25M 4S",8704,3,NA,NA,NA,NA
"4759",976977,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",910,"Player hits continue button after seeing invitation results panel","People Sense","2H 25M 4S",8704,3,NA,NA,NA,NA
"4760",976978,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",910,"Player hits continue button after seeing invitation results panel","People Sense","2H 25M 5S",8705,3,NA,NA,NA,NA
"4761",976979,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",911,"Player hits continue button on final results panel","People Sense","2H 25M 10S",8710,3,-103,0,6,0
"4762",976980,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",900,"Player closes intro panel to start game","People Sense","2H 25M 12S",8712,3,NA,NA,NA,NA
"4764",976982,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",901,"Player selects an NPC","People Sense","2H 25M 14S",8714,3,NA,NA,NA,NA
"4765",976983,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",902,"Player selects an NPC fact","People Sense","2H 25M 14S",8714,3,NA,NA,NA,NA
"4766",976984,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",902,"Player selects an NPC fact","People Sense","2H 25M 16S",8716,3,NA,NA,NA,NA
"4767",976985,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",901,"Player selects an NPC","People Sense","2H 25M 17S",8717,3,NA,NA,NA,NA
"4768",976986,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",903,"Player hits Done button on NPC fact","People Sense","2H 25M 17S",8717,3,NA,NA,NA,NA
"4769",976987,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",901,"Player selects an NPC","People Sense","2H 25M 18S",8718,3,NA,NA,NA,NA
"4770",976988,6486029,647,"Spring (Wave 1) 2014 Class 1","Session 3","2014-02-28",904,"Player starts drag on NPC","People Sense","2H 25M 18S",8718,3,NA,NA,NA,NA
