"","row_id","player_id","school","wave","session","date","event_id","event_description","event_category","event_time","event_time_dbl","minigame_level","total_points","total_strikes","missed_safe_invitations","accepted_unsafe_invitations","skill_id","priority_type_2","player_points","opponent_points","old_skill_point","new_skill_point","S5_mean.0","S5_mean.3","S5_mean.6","S5_mean.12","S5_mean.24"
"258",310178,6427031,3561,"3561 YES! Program Fall 2013","Session 2","2013-10-28",904,"Player starts drag on NPC","People Sense","1H 35M 29S",5729,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259",310179,6427031,3561,"3561 YES! Program Fall 2013","Session 2","2013-10-28",901,"Player selects an NPC","People Sense","1H 35M 34S",5734,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260",310180,6427031,3561,"3561 YES! Program Fall 2013","Session 2","2013-10-28",904,"Player starts drag on NPC","People Sense","1H 35M 34S",5734,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261",310181,6427031,3561,"3561 YES! Program Fall 2013","Session 2","2013-10-28",905,"Player drops an NPC in a rank slot","People Sense","1H 35M 36S",5736,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262",310182,6427031,3561,"3561 YES! Program Fall 2013","Session 2","2013-10-28",901,"Player selects an NPC","People Sense","1H 35M 39S",5739,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263",310183,6427031,3561,"3561 YES! Program Fall 2013","Session 2","2013-10-28",902,"Player selects an NPC fact","People Sense","1H 35M 40S",5740,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264",310184,6427031,3561,"3561 YES! Program Fall 2013","Session 2","2013-10-28",902,"Player selects an NPC fact","People Sense","1H 35M 45S",5745,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265",310185,6427031,3561,"3561 YES! Program Fall 2013","Session 2","2013-10-28",902,"Player selects an NPC fact","People Sense","1H 35M 48S",5748,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266",310186,6427031,3561,"3561 YES! Program Fall 2013","Session 2","2013-10-28",903,"Player hits Done button on NPC fact","People Sense","1H 35M 52S",5752,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267",310187,6427031,3561,"3561 YES! Program Fall 2013","Session 2","2013-10-28",901,"Player selects an NPC","People Sense","1H 35M 54S",5754,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268",310188,6427031,3561,"3561 YES! Program Fall 2013","Session 2","2013-10-28",904,"Player starts drag on NPC","People Sense","1H 35M 54S",5754,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269",310189,6427031,3561,"3561 YES! Program Fall 2013","Session 2","2013-10-28",905,"Player drops an NPC in a rank slot","People Sense","1H 35M 55S",5755,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270",310190,6427031,3561,"3561 YES! Program Fall 2013","Session 2","2013-10-28",901,"Player selects an NPC","People Sense","1H 35M 57S",5757,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271",310191,6427031,3561,"3561 YES! Program Fall 2013","Session 2","2013-10-28",902,"Player selects an NPC fact","People Sense","1H 35M 59S",5759,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272",310192,6427031,3561,"3561 YES! Program Fall 2013","Session 2","2013-10-28",902,"Player selects an NPC fact","People Sense","1H 36M 4S",5764,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273",310193,6427031,3561,"3561 YES! Program Fall 2013","Session 2","2013-10-28",902,"Player selects an NPC fact","People Sense","1H 36M 8S",5768,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274",310194,6427031,3561,"3561 YES! Program Fall 2013","Session 2","2013-10-28",902,"Player selects an NPC fact","People Sense","1H 36M 12S",5772,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275",310195,6427031,3561,"3561 YES! Program Fall 2013","Session 2","2013-10-28",903,"Player hits Done button on NPC fact","People Sense","1H 36M 15S",5775,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276",310196,6427031,3561,"3561 YES! Program Fall 2013","Session 2","2013-10-28",901,"Player selects an NPC","People Sense","1H 36M 16S",5776,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277",310197,6427031,3561,"3561 YES! Program Fall 2013","Session 2","2013-10-28",904,"Player starts drag on NPC","People Sense","1H 36M 16S",5776,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278",310198,6427031,3561,"3561 YES! Program Fall 2013","Session 2","2013-10-28",905,"Player drops an NPC in a rank slot","People Sense","1H 36M 19S",5779,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279",310199,6427031,3561,"3561 YES! Program Fall 2013","Session 2","2013-10-28",906,"Ready for Invite button appears","People Sense","1H 36M 19S",5779,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280",310200,6427031,3561,"3561 YES! Program Fall 2013","Session 2","2013-10-28",907,"Player hits Ready for Invites Button","People Sense","1H 36M 21S",5781,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281",310201,6427031,3561,"3561 YES! Program Fall 2013","Session 2","2013-10-28",908,"Invitation appears","People Sense","1H 36M 21S",5781,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282",310202,6427031,3561,"3561 YES! Program Fall 2013","Session 2","2013-10-28",909,"Player chooses response to invitation","People Sense","1H 36M 48S",5808,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283",310203,6427031,3561,"3561 YES! Program Fall 2013","Session 2","2013-10-28",908,"Invitation appears","People Sense","1H 36M 51S",5811,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284",310204,6427031,3561,"3561 YES! Program Fall 2013","Session 2","2013-10-28",910,"Player hits continue button after seeing invitation results panel","People Sense","1H 36M 51S",5811,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285",310205,6427031,3561,"3561 YES! Program Fall 2013","Session 2","2013-10-28",909,"Player chooses response to invitation","People Sense","1H 37M 25S",5845,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286",310206,6427031,3561,"3561 YES! Program Fall 2013","Session 2","2013-10-28",908,"Invitation appears","People Sense","1H 37M 29S",5849,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287",310207,6427031,3561,"3561 YES! Program Fall 2013","Session 2","2013-10-28",910,"Player hits continue button after seeing invitation results panel","People Sense","1H 37M 29S",5849,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288",310208,6427031,3561,"3561 YES! Program Fall 2013","Session 2","2013-10-28",909,"Player chooses response to invitation","People Sense","1H 37M 41S",5861,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289",310209,6427031,3561,"3561 YES! Program Fall 2013","Session 2","2013-10-28",908,"Invitation appears","People Sense","1H 37M 47S",5867,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290",310210,6427031,3561,"3561 YES! Program Fall 2013","Session 2","2013-10-28",910,"Player hits continue button after seeing invitation results panel","People Sense","1H 37M 47S",5867,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291",310211,6427031,3561,"3561 YES! Program Fall 2013","Session 2","2013-10-28",909,"Player chooses response to invitation","People Sense","1H 38M 3S",5883,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292",310212,6427031,3561,"3561 YES! Program Fall 2013","Session 2","2013-10-28",908,"Invitation appears","People Sense","1H 38M 6S",5886,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293",310213,6427031,3561,"3561 YES! Program Fall 2013","Session 2","2013-10-28",910,"Player hits continue button after seeing invitation results panel","People Sense","1H 38M 6S",5886,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294",310214,6427031,3561,"3561 YES! Program Fall 2013","Session 2","2013-10-28",909,"Player chooses response to invitation","People Sense","1H 38M 18S",5898,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295",310215,6427031,3561,"3561 YES! Program Fall 2013","Session 2","2013-10-28",908,"Invitation appears","People Sense","1H 38M 20S",5900,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296",310216,6427031,3561,"3561 YES! Program Fall 2013","Session 2","2013-10-28",910,"Player hits continue button after seeing invitation results panel","People Sense","1H 38M 20S",5900,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297",310217,6427031,3561,"3561 YES! Program Fall 2013","Session 2","2013-10-28",909,"Player chooses response to invitation","People Sense","1H 38M 53S",5933,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298",310218,6427031,3561,"3561 YES! Program Fall 2013","Session 2","2013-10-28",908,"Invitation appears","People Sense","1H 38M 55S",5935,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299",310219,6427031,3561,"3561 YES! Program Fall 2013","Session 2","2013-10-28",910,"Player hits continue button after seeing invitation results panel","People Sense","1H 38M 55S",5935,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300",310220,6427031,3561,"3561 YES! Program Fall 2013","Session 2","2013-10-28",909,"Player chooses response to invitation","People Sense","1H 39M 5S",5945,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301",310221,6427031,3561,"3561 YES! Program Fall 2013","Session 2","2013-10-28",908,"Invitation appears","People Sense","1H 39M 8S",5948,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302",310222,6427031,3561,"3561 YES! Program Fall 2013","Session 2","2013-10-28",910,"Player hits continue button after seeing invitation results panel","People Sense","1H 39M 8S",5948,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303",310223,6427031,3561,"3561 YES! Program Fall 2013","Session 2","2013-10-28",909,"Player chooses response to invitation","People Sense","1H 39M 18S",5958,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304",310224,6427031,3561,"3561 YES! Program Fall 2013","Session 2","2013-10-28",908,"Invitation appears","People Sense","1H 39M 21S",5961,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305",310225,6427031,3561,"3561 YES! Program Fall 2013","Session 2","2013-10-28",910,"Player hits continue button after seeing invitation results panel","People Sense","1H 39M 21S",5961,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306",310226,6427031,3561,"3561 YES! Program Fall 2013","Session 2","2013-10-28",909,"Player chooses response to invitation","People Sense","1H 39M 41S",5981,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307",310227,6427031,3561,"3561 YES! Program Fall 2013","Session 2","2013-10-28",910,"Player hits continue button after seeing invitation results panel","People Sense","1H 39M 43S",5983,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308",310228,6427031,3561,"3561 YES! Program Fall 2013","Session 2","2013-10-28",911,"Player hits continue button on final results panel","People Sense","1H 39M 47S",5987,1,19,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309",311870,6427031,3561,"3561 YES! Program Fall 2013","Session 5","2013-12-02",900,"Player closes intro panel to start game","People Sense","50H 35M 34S",182134,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310",311871,6427031,3561,"3561 YES! Program Fall 2013","Session 5","2013-12-02",901,"Player selects an NPC","People Sense","50H 35M 35S",182135,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311",311872,6427031,3561,"3561 YES! Program Fall 2013","Session 5","2013-12-02",902,"Player selects an NPC fact","People Sense","50H 35M 36S",182136,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312",311873,6427031,3561,"3561 YES! Program Fall 2013","Session 5","2013-12-02",902,"Player selects an NPC fact","People Sense","50H 35M 44S",182144,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313",311874,6427031,3561,"3561 YES! Program Fall 2013","Session 5","2013-12-02",902,"Player selects an NPC fact","People Sense","50H 35M 54S",182154,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314",311875,6427031,3561,"3561 YES! Program Fall 2013","Session 5","2013-12-02",902,"Player selects an NPC fact","People Sense","50H 36M 2S",182162,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315",311879,6427031,3561,"3561 YES! Program Fall 2013","Session 5","2013-12-02",900,"Player closes intro panel to start game","People Sense","50H 36M 17S",182177,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316",311880,6427031,3561,"3561 YES! Program Fall 2013","Session 5","2013-12-02",901,"Player selects an NPC","People Sense","50H 36M 18S",182178,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317",311881,6427031,3561,"3561 YES! Program Fall 2013","Session 5","2013-12-02",902,"Player selects an NPC fact","People Sense","50H 36M 19S",182179,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318",311882,6427031,3561,"3561 YES! Program Fall 2013","Session 5","2013-12-02",902,"Player selects an NPC fact","People Sense","50H 36M 29S",182189,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319",311883,6427031,3561,"3561 YES! Program Fall 2013","Session 5","2013-12-02",902,"Player selects an NPC fact","People Sense","50H 36M 34S",182194,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320",311884,6427031,3561,"3561 YES! Program Fall 2013","Session 5","2013-12-02",902,"Player selects an NPC fact","People Sense","50H 36M 44S",182204,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321",311885,6427031,3561,"3561 YES! Program Fall 2013","Session 5","2013-12-02",903,"Player hits Done button on NPC fact","People Sense","50H 36M 54S",182214,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322",311886,6427031,3561,"3561 YES! Program Fall 2013","Session 5","2013-12-02",901,"Player selects an NPC","People Sense","50H 36M 55S",182215,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323",311887,6427031,3561,"3561 YES! Program Fall 2013","Session 5","2013-12-02",904,"Player starts drag on NPC","People Sense","50H 36M 55S",182215,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324",311888,6427031,3561,"3561 YES! Program Fall 2013","Session 5","2013-12-02",905,"Player drops an NPC in a rank slot","People Sense","50H 36M 56S",182216,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325",311889,6427031,3561,"3561 YES! Program Fall 2013","Session 5","2013-12-02",901,"Player selects an NPC","People Sense","50H 36M 58S",182218,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326",311890,6427031,3561,"3561 YES! Program Fall 2013","Session 5","2013-12-02",904,"Player starts drag on NPC","People Sense","50H 36M 58S",182218,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327",311901,6427031,3561,"3561 YES! Program Fall 2013","Session 5","2013-12-02",900,"Player closes intro panel to start game","People Sense","50H 37M 23S",182243,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328",311902,6427031,3561,"3561 YES! Program Fall 2013","Session 5","2013-12-02",901,"Player selects an NPC","People Sense","50H 37M 24S",182244,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329",311906,6427031,3561,"3561 YES! Program Fall 2013","Session 5","2013-12-02",900,"Player closes intro panel to start game","People Sense","50H 37M 34S",182254,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330",311907,6427031,3561,"3561 YES! Program Fall 2013","Session 5","2013-12-02",901,"Player selects an NPC","People Sense","50H 37M 35S",182255,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331",311908,6427031,3561,"3561 YES! Program Fall 2013","Session 5","2013-12-02",902,"Player selects an NPC fact","People Sense","50H 37M 36S",182256,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332",311909,6427031,3561,"3561 YES! Program Fall 2013","Session 5","2013-12-02",903,"Player hits Done button on NPC fact","People Sense","50H 37M 45S",182265,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333",311910,6427031,3561,"3561 YES! Program Fall 2013","Session 5","2013-12-02",902,"Player selects an NPC fact","People Sense","50H 37M 47S",182267,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334",311911,6427031,3561,"3561 YES! Program Fall 2013","Session 5","2013-12-02",902,"Player selects an NPC fact","People Sense","50H 38M 0S",182280,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335",311912,6427031,3561,"3561 YES! Program Fall 2013","Session 5","2013-12-02",902,"Player selects an NPC fact","People Sense","50H 38M 1S",182281,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336",311913,6427031,3561,"3561 YES! Program Fall 2013","Session 5","2013-12-02",902,"Player selects an NPC fact","People Sense","50H 38M 11S",182291,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337",311914,6427031,3561,"3561 YES! Program Fall 2013","Session 5","2013-12-02",903,"Player hits Done button on NPC fact","People Sense","50H 38M 16S",182296,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338",311915,6427031,3561,"3561 YES! Program Fall 2013","Session 5","2013-12-02",901,"Player selects an NPC","People Sense","50H 38M 17S",182297,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339",311916,6427031,3561,"3561 YES! Program Fall 2013","Session 5","2013-12-02",904,"Player starts drag on NPC","People Sense","50H 38M 17S",182297,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340",311917,6427031,3561,"3561 YES! Program Fall 2013","Session 5","2013-12-02",905,"Player drops an NPC in a rank slot","People Sense","50H 38M 19S",182299,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341",311918,6427031,3561,"3561 YES! Program Fall 2013","Session 5","2013-12-02",902,"Player selects an NPC fact","People Sense","50H 38M 20S",182300,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342",311919,6427031,3561,"3561 YES! Program Fall 2013","Session 5","2013-12-02",901,"Player selects an NPC","People Sense","50H 38M 22S",182302,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343",311920,6427031,3561,"3561 YES! Program Fall 2013","Session 5","2013-12-02",903,"Player hits Done button on NPC fact","People Sense","50H 38M 22S",182302,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344",311921,6427031,3561,"3561 YES! Program Fall 2013","Session 5","2013-12-02",904,"Player starts drag on NPC","People Sense","50H 38M 22S",182302,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345",311922,6427031,3561,"3561 YES! Program Fall 2013","Session 5","2013-12-02",902,"Player selects an NPC fact","People Sense","50H 38M 24S",182304,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346",311923,6427031,3561,"3561 YES! Program Fall 2013","Session 5","2013-12-02",902,"Player selects an NPC fact","People Sense","50H 38M 33S",182313,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347",311924,6427031,3561,"3561 YES! Program Fall 2013","Session 5","2013-12-02",902,"Player selects an NPC fact","People Sense","50H 38M 36S",182316,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348",311925,6427031,3561,"3561 YES! Program Fall 2013","Session 5","2013-12-02",902,"Player selects an NPC fact","People Sense","50H 38M 51S",182331,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349",311926,6427031,3561,"3561 YES! Program Fall 2013","Session 5","2013-12-02",903,"Player hits Done button on NPC fact","People Sense","50H 38M 57S",182337,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350",311927,6427031,3561,"3561 YES! Program Fall 2013","Session 5","2013-12-02",901,"Player selects an NPC","People Sense","50H 38M 59S",182339,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351",311928,6427031,3561,"3561 YES! Program Fall 2013","Session 5","2013-12-02",904,"Player starts drag on NPC","People Sense","50H 38M 59S",182339,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352",311929,6427031,3561,"3561 YES! Program Fall 2013","Session 5","2013-12-02",905,"Player drops an NPC in a rank slot","People Sense","50H 39M 0S",182340,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353",311930,6427031,3561,"3561 YES! Program Fall 2013","Session 5","2013-12-02",901,"Player selects an NPC","People Sense","50H 39M 1S",182341,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354",311931,6427031,3561,"3561 YES! Program Fall 2013","Session 5","2013-12-02",902,"Player selects an NPC fact","People Sense","50H 39M 2S",182342,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355",311932,6427031,3561,"3561 YES! Program Fall 2013","Session 5","2013-12-02",902,"Player selects an NPC fact","People Sense","50H 39M 23S",182363,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356",311933,6427031,3561,"3561 YES! Program Fall 2013","Session 5","2013-12-02",902,"Player selects an NPC fact","People Sense","50H 39M 31S",182371,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357",311934,6427031,3561,"3561 YES! Program Fall 2013","Session 5","2013-12-02",902,"Player selects an NPC fact","People Sense","50H 39M 41S",182381,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358",311935,6427031,3561,"3561 YES! Program Fall 2013","Session 5","2013-12-02",903,"Player hits Done button on NPC fact","People Sense","50H 39M 47S",182387,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359",311936,6427031,3561,"3561 YES! Program Fall 2013","Session 5","2013-12-02",901,"Player selects an NPC","People Sense","50H 39M 49S",182389,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360",311937,6427031,3561,"3561 YES! Program Fall 2013","Session 5","2013-12-02",904,"Player starts drag on NPC","People Sense","50H 39M 49S",182389,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361",311938,6427031,3561,"3561 YES! Program Fall 2013","Session 5","2013-12-02",905,"Player drops an NPC in a rank slot","People Sense","50H 39M 50S",182390,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362",311939,6427031,3561,"3561 YES! Program Fall 2013","Session 5","2013-12-02",901,"Player selects an NPC","People Sense","50H 39M 51S",182391,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363",311940,6427031,3561,"3561 YES! Program Fall 2013","Session 5","2013-12-02",902,"Player selects an NPC fact","People Sense","50H 39M 52S",182392,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364",311941,6427031,3561,"3561 YES! Program Fall 2013","Session 5","2013-12-02",902,"Player selects an NPC fact","People Sense","50H 40M 4S",182404,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365",311942,6427031,3561,"3561 YES! Program Fall 2013","Session 5","2013-12-02",902,"Player selects an NPC fact","People Sense","50H 40M 18S",182418,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366",311943,6427031,3561,"3561 YES! Program Fall 2013","Session 5","2013-12-02",902,"Player selects an NPC fact","People Sense","50H 40M 26S",182426,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367",311944,6427031,3561,"3561 YES! Program Fall 2013","Session 5","2013-12-02",903,"Player hits Done button on NPC fact","People Sense","50H 40M 32S",182432,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368",311945,6427031,3561,"3561 YES! Program Fall 2013","Session 5","2013-12-02",901,"Player selects an NPC","People Sense","50H 40M 33S",182433,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369",311946,6427031,3561,"3561 YES! Program Fall 2013","Session 5","2013-12-02",904,"Player starts drag on NPC","People Sense","50H 40M 33S",182433,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370",311947,6427031,3561,"3561 YES! Program Fall 2013","Session 5","2013-12-02",901,"Player selects an NPC","People Sense","50H 40M 34S",182434,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371",311948,6427031,3561,"3561 YES! Program Fall 2013","Session 5","2013-12-02",905,"Player drops an NPC in a rank slot","People Sense","50H 40M 34S",182434,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372",311949,6427031,3561,"3561 YES! Program Fall 2013","Session 5","2013-12-02",902,"Player selects an NPC fact","People Sense","50H 40M 35S",182435,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
